time,Model_Dates,geo,population,All_impression,All_spend,Meta_impression,Meta_spend,Search_impression,Search_spend,Search_click,PMAX_impression,PMAX_spend,Amex_impression,Amex_spend,Video_impression,Video_spend,Video_Epsilon_impression,Video_Epsilon_spend,Video_Google_impression,Video_Google_spend,Video_Hulu_impression,Video_Hulu_spend,Video_MNTN_impression,Video_MNTN_spend,Video_Paramount_impression,Video_Paramount_spend,Video_Peacock_impression,Video_Peacock_spend,Conversions_Revenue,Conversions_Transactions,Conversions_Units,Conversions_Pricing,Conversions_BasketSize,Vault_Drops,Category_Interest,Hurricanes,Email_sends,Email_spend,LightningSales,StoreCount,Celebs,Redemptions_Birthday_Signup,Redemptions_Other
6/29/2025,In Model,FL,100,7868205,56540.76,3733685,23550.75,163906,9917.65,24815,3624031,15297.17,0,0,346583,7775.18,0,0,62359,1017.97,0,0,284224,6757.21,0,0,0,0,16118464.43,362176,1271024,12.68147921,3.50940979,0,63,0,4582638,2507.4,50,125.5714286,0,453.96,0
7/6/2025,In Model,FL,100,7691134,46766.32,3654894,17221.37,149603,8794.36,21808,3655184,15252.12,0,0,231453,5498.47,0,0,58869,954.42,0,0,172584,4544.05,0,0,0,0,12070102.21,296309,965059,12.50711325,3.256934484,1,59,0,1864027,1044.75,0,125.5714286,0,478.94,45.56
7/13/2025,In Model,FL,100,7597490,46127,3607093,17915.21,155963,8018.61,22944,3607837,14782.64,0,0,226597,5410.54,0,0,58704,868.69,0,0,167893,4541.85,0,0,0,0,12387213.54,302496,985613,12.56802978,3.258267878,0,61,0,322392,2298.45,0,125.5714286,0,478.94,53.15
7/20/2025,In Model,FL,100,7195500,42843.66,3283553,17707.05,137977,6217.21,20322,3533738,13485.61,0,0,240232,5433.79,0,0,62934,899.58,0,0,177298,4534.21,0,0,0,0,12426358.22,303595,984434,12.62284543,3.242589634,0,62,0,256972,2298.45,0,125.5714286,0,478.94,53.15
7/27/2025,In Model,FL,100,6956478,38217.6,3434556,18142.14,117536,4967.35,17141,3231765,11483.86,0,0,172621,3624.25,0,0,45768,410.73,0,0,126853,3213.52,0,0,0,0,12323953.15,300408,976312,12.62296597,3.249953397,0,65,0,308818,2925.3,0,125.1428571,0,482.56,929.15
8/3/2025,In Model,FL,100,6231209,35445.93,2574714,13291.83,123962,5518.1,16960,3430806,14025.63,0,0,101727,2610.37,0,0,0,0,0,0,101727,2610.37,0,0,0,0,12311137.06,298632,957742,12.85433557,3.207097699,2,61,0,427997,2298.45,0,124.5714286,1,491.63,70.33
8/10/2025,In Model,FL,100,6472062,40305.85,2700362,13771.77,123972,5568.29,16360,3444885,15697.95,0,0,202843,5267.83,0,0,0,0,0,0,202843,5267.83,0,0,0,0,12199965.63,297963,960680,12.69930219,3.224158704,0,56,0,375351,3134.25,0,124.5714286,0,491.63,78.41
8/17/2025,In Model,FL,100,5453099,43503.56,3222927,21311.98,99101,4592.64,13977,1947038,12383.3,0,0,184033,5215.64,0,0,0,0,0,0,184033,5215.64,0,0,0,0,11975193.58,292491,923136,12.97229615,3.156117624,1,57,0,309913,1880.55,0,125.1428571,0,491.63,69.32
8/24/2025,In Model,FL,100,4857361,55221.14,3654240,28152.7,70807,3708.13,11467,943508,17746.47,0,0,188806,5613.85,0,0,20282,136.71,0,0,168524,5477.14,0,0,0,0,13330935.86,313957,1018704,13.0861721,3.244724596,1,60,0,1314203,2089.5,91,125.5714286,0,491.63,69.32
8/31/2025,In Model,FL,100,3773997,39664.32,2595811,13123.87,80780,4043.34,12293,932041,18156.53,0,0,165365,4340.59,0,0,36179,327.59,0,0,129186,4013,0,0,0,0,12189142.21,302454,919789,13.25210696,3.04108724,1,61,0,1056940,2716.35,0,125.5714286,0,410.8,179.07
9/7/2025,In Model,FL,100,4767320,44738.6,2888893,13740.36,121062,6659.49,15062,1502763,18452.77,0,0,254602,5885.98,0,0,89884,818.03,0,0,164718,5067.95,0,0,0,0,11827285.09,295556,898913,13.157319,3.041430389,0,54,0,1003609,1253.7,0,125.5714286,2,479.27,299.99
9/14/2025,In Model,FL,100,6004034,42267.71,2731076,13441.86,109191,6373.86,11383,2507509,14554.98,0,0,656258,7897.01,0,0,491073,2841.32,0,0,165185,5055.69,0,0,0,0,12267749.06,300023,930431,13.18501755,3.101198908,1,55,0,757846,2089.5,0,125.5714286,3,479.27,366.87
9/21/2025,In Model,FL,100,7229097,43236.28,3131387,15563.99,82878,3976.39,9362,2555662,13261.25,0,0,1459170,10434.65,0,0,1291433,5237.73,0,0,167737,5196.92,0,0,0,0,12271369.42,300945,925722,13.25599847,3.076050441,1,56,0,1509828,1044.75,0,125.5714286,0,479.27,475.2
9/28/2025,In Model,FL,100,8551308,48846.1,3722293,18238.85,92749,4954.65,9981,2243734,13682.61,0,0,2492532,11969.98,0,0,2419129,9705.55,0,0,73403,2264.43,0,0,0,0,12755290.63,307798,958108,13.31299877,3.112781759,1,56,0,1035583,3134.25,0,124.8571429,1,512.11,518.53
10/5/2025,In Model,FL,100,9432513,53667.45,3715987,19277.62,119066,7344.51,11617,2239369,15002.81,0,0,3358091,12042.51,0,0,3358091,12042.51,0,0,0,0,0,0,0,0,12899856,307435,960287,13.43333399,3.123544814,0,57,0,2272733,1044.75,0,124.7142857,1,536.74,138.73
10/12/2025,In Model,FL,100,8366732,54009.23,3819659,19444.04,147174,13468.88,15781,2056173,13893.23,0,0,2343726,7203.08,0,0,2343726,7203.08,0,0,0,0,0,0,0,0,13500041.01,317642,999590,13.5055783,3.146907525,1,58,0,3070123,2298.45,0,124.7142857,1,536.74,60.85
10/19/2025,In Model,FL,100,7331267,52341.56,3813434,19870.92,171148,14843.16,19595,1754089,12329.97,0,0,1592596,5297.51,0,0,1592596,5297.51,0,0,0,0,0,0,0,0,13639512.88,317545,1003151,13.59666977,3.159082965,1,63,0,881196,1253.7,0,124.7142857,0,536.74,58.39
10/26/2025,In Model,FL,100,8963638,85328.42,5680274,40677.23,201903,19318.03,22583,1701687,12763.82,0,0,1379774,12569.34,190436,4005.1,1051167,4998.59,57998,1700.65,0,0,80173,1865,0,0,15354018.01,341979,1111104,13.81870465,3.249041608,1,63,0,2921437,2507.4,50,124.7142857,2,530.9,72.62
11/2/2025,In Model,FL,100,8832333,120599.27,3600089,22792.65,220193,22274.92,22879,1838527,16822.03,320198,7830,2853326,50879.67,1153305,25139.53,857219,3885.44,403142,11816.69,0,0,439660,10038,0,0,13692584.79,316612,1009610,13.56225155,3.188792592,0,62,0,2729978,1044.75,0,124.8571429,1,495.87,285.92
11/9/2025,In Model,FL,100,11485517,153810.03,3459121,23873.77,213866,22297.46,22689,2232155,20150.13,773466,19350,4806909,68138.67,1438633,31180.92,2556615,16122.35,364126,10675.4,0,0,447535,10160,0,0,14469176.36,327258,1037788,13.94232383,3.171161591,1,65,0,2782117,5014.8,0,125,2,495.87,365.29
11/16/2025,In Model,FL,100,13084880,174385.82,4896758,44553.65,206572,18299.27,23748,2215163,19837.45,625826,22830,5140561,68865.45,1455330,31506.31,2861882,16019.21,434690,12725.93,0,0,388659,8614,0,0,16116777.89,344135,1135225,14.19698993,3.298778096,2,64,0,3335819,2089.5,71,125.7142857,0,495.87,365.29
11/23/2025,In Model,FL,100,12000619,166109.29,3246309,28050.01,356653,24096.68,35387,2153243,20972.74,1339936,31455,4904478,61534.85,1473540,31934.22,2899086,16707.13,130683,3833.51,0,0,401169,9060,0,0,19205081.38,375877,1283082,14.96792986,3.4135688,1,84,0,3133809,1253.7,0,107.7142857,0,495.87,1439.95
11/30/2025,In Model,FL,100,13165906,183397.6,3644123,38381.66,191254,15961.89,22227,2094392,16457.86,501928,26055,6734209,86541.19,1585272,33923.89,4024935,23593.17,528894,15465.13,0,0,595108,13559,0,0,16556483.92,344091,1125836,14.70594644,3.271913535,2,62,0,4661597,3343.2,60,125.7142857,1,616.99,279.75
12/7/2025,In Model,FL,100,17030132,212268.09,4135561,39047.08,233985,20056.97,29254,2631947,17223.88,936920,31620,9091719,104320.17,1610020,34434.02,6259415,38050.57,595520,17410.58,0,0,626764,14425,0,0,18309119.97,368363,1248246,14.66787794,3.388630237,0,67,0,3507129,1462.65,50,125.7142857,5,554.53,270.55
12/14/2025,In Model,FL,100,17242516,220263.47,4465080,41855.84,274923,22957.44,34351,3081139,17324.7,252365,33600,9169009,104525.49,1553580,32946.77,6430811,40849.01,570959,16690.71,0,0,613659,14039,0,0,22074875.38,414050,1446483,15.26106797,3.49349837,1,74,0,3486205,2507.4,50,125.7142857,2,554.53,270.55
12/21/2025,In Model,FL,100,13356319,185506.05,3785051,23206.53,373984,34481.43,46455,2799638,16753.57,1176260,43740,5221386,67324.52,1068739,27090.13,3244517,17315.88,364177,10661.5,0,0,543953,12257,0,0,25971567.35,467422,1630256,15.93097486,3.487760525,0,97,0,1328740,626.85,0,107.7142857,0,554.53,191.35
12/28/2025,In Model,FL,100,11920711,120921.25,4382289,21772.11,366452,35975.27,36484,3019459,14851.91,191632,26430,3960879,21891.97,38,0.52,3660524,14835.44,35091,1031.01,0,0,265226,6025,0,0,19947040.63,411379,1336723,14.92234414,3.249371018,1,75,0,1690467,2089.5,0,125.7142857,0,592.37,68.71
1/4/2026,In Model,FL,100,4928454,28969.92,1550719,8601.38,165443,11665.08,13661,2154538,5890.82,0,0,1057754,2812.64,0,0,1057754,2812.64,0,0,0,0,0,0,0,0,12667130.68,300801,931744,13.5950762,3.097542894,1,59,0,3860272,1044.75,0,125.7142857,0,642.82,0
1/11/2026,In Model,FL,100,5693018,37291.25,2601251,19596.9,147971,9996.64,13186,2114095,5409.18,0,0,829701,2288.53,0,0,829701,2288.53,0,0,0,0,0,0,0,0,13836754.33,317872,1005645,13.7590843,3.163679091,1,58,0,2589262,2089.5,71,125.7142857,0,642.82,13.33
1/18/2026,In Model,FL,100,4087596,25609.19,1612706,9460.88,140991,9969.01,13167,1935526,4406.37,0,0,398373,1772.93,0,0,398373,1772.93,0,0,0,0,0,0,0,0,14028337.24,323632,1014449,13.82852883,3.134575691,1,60,0,281096,835.8,0,124.8571429,0,642.82,31.34
1/25/2026,In Model,FL,100,4102008,25091.87,1753900,9878.22,143159,9727.19,13249,1792665,3836.3,0,0,412284,1650.16,0,0,412284,1650.16,0,0,0,0,0,0,0,0,14550102.39,330193,1049377,13.86546722,3.178071613,1,62,0,1314256,835.8,0,124.7142857,1,642.82,34.29
2/1/2026,In Model,FL,100,6488164,56290.27,3855655,29129.89,185354,17209.72,16708,1763572,4821.1,0,0,683583,5129.56,0,0,683583,5129.56,0,0,0,0,0,0,0,0,14990149.94,334650,1094703,13.69334873,3.271187808,0,62,0,3658296,2507.4,71,124.7142857,0,709.38,12.9
2/8/2026,In Model,FL,100,5762700,53720.53,2536153,17031.04,218687,23436.4,19690,1758706,5172.73,0,0,1249154,8080.35,0,0,1249154,8080.35,0,0,0,0,0,0,0,0,15723307.96,354892,1123684,13.99264202,3.166270302,1,64,0,1592026,835.8,0,124.7142857,1,709.38,12.9
2/15/2026,In Model,FL,100,6274084,54439.81,2891608,17921.59,232969,23635.02,20088,1724762,4764.68,0,0,1424745,8118.53,0,0,1424745,8118.53,0,0,0,0,0,0,0,0,14995866.8,339369,1078081,13.90977747,3.176722093,1,63,0,1930075,1880.55,0,124.7142857,0,709.38,107.09
2/22/2026,In Model,FL,100,6651224,56815.03,2839573,17645.32,222713,24143.83,19616,1714585,4487.34,0,0,1874353,10538.55,0,0,1874353,10538.55,0,0,0,0,0,0,0,0,15047780.71,339491,1081951,13.90800573,3.18697992,1,61,0,1359867,1253.7,0,124.7142857,1,709.38,175.14
3/1/2026,In Model,FL,100,6113415,73183.9,2267544,21247.57,270434,28314.85,21628,1611248,4809.92,0,0,1964189,18811.56,0,0,1879593,12640.73,0,0,84596,6170.83,0,0,0,0,15516224.41,348344,1105577,14.03450362,3.173808075,1,63,0,2605652,2507.4,0,125,0,684.37,0
3/8/2026,In Model,FL,100,6519529,85798.04,2318301,26885.83,284442,29361.15,22177,1466611,4430.06,0,0,2450175,25121,0,0,2271720,11666.04,0,0,178455,13454.96,0,0,0,0,15662453.5,348764,1133522,13.8175117,3.250111823,1,59,0,1571797,1044.75,0,125.7142857,0,684.37,46.91
3/15/2026,In Model,FL,100,4792279,74248.42,1869007,22541.15,277782,27248.71,22264,1505221,3975.18,0,0,1140269,20483.39,0,0,957758,6752.82,0,0,182511,13730.57,0,0,0,0,15575273.62,352861,1132952,13.74751412,3.210760044,1,64,0,1854897,1880.55,0,125.8571429,0,684.37,65.68
3/22/2026,In Model,FL,100,5551003,70146.41,2036521,22510.13,259821,23279.96,20735,1706162,4381.7,0,0,1548499,19974.62,0,0,1366291,6166.26,0,0,182208,13808.36,0,0,0,0,15150948.63,342736,1121233,13.51275661,3.271418818,0,64,0,960636,1044.75,0,125.7142857,0,684.37,83.68
3/29/2026,In Model,FL,100,7667554,81620.67,3255260,37760.94,259452,20911.66,21528,1749645,4723.13,0,0,2403197,18224.94,0,0,2287083,9753.79,0,0,116114,8471.15,0,0,0,0,16535165.41,361646,1209645,13.66943641,3.344831686,1,66,0,2366836,2298.45,71,125.7142857,0,302.95,107.68
4/5/2026,In Model,FL,100,6587886,69237.5,2440358,25964.99,249384,21802.42,20843,1683914,5074.15,0,0,2214230,16395.94,0,0,2110681,8980.82,0,0,103549,7415.12,0,0,0,0,13709434.81,309747,1000274,13.70567945,3.229325869,1,66,0,1997686,1044.75,0,108,0,16.88,65.68
4/12/2026,In Model,FL,100,6071182,67485.07,2562525,27654.22,218403,21208.26,19368,1921027,6066,0,0,1369227,12556.59,0,0,1265421,5139.95,0,0,103806,7416.64,0,0,0,0,15007963.33,342311,1096594,13.6859798,3.203502079,0,68,0,2902301,2716.35,0,125.7142857,0,16.88,9.38
4/19/2026,In Model,FL,100,6609770,69658.94,2730233,30883.62,232530,20166.84,20651,1915948,6096.46,0,0,1731059,12512.03,0,0,1623011,4842.21,0,0,108048,7669.82,0,0,0,0,14815119.34,340244,1078825,13.7326437,3.170739234,1,66,0,1473546,1253.7,0,126.2857143,0,16.88,0
4/26/2026,In Model,FL,100,7584044,81344.82,3858816,42227.52,229061,20526.93,20220,1828618,5806.3,0,0,1667549,12784.07,0,0,1564588,5493.22,0,0,102961,7290.85,0,0,0,0,14754990.36,337357,1092991,13.49964488,3.239864594,0,62,0,2125131,835.8,71,126.4285714,0,16.88,0
