quarter,channel,spend,impressions,inc_rev_aligned,roas_aligned,inc_rev_realized,roas_realized_wonky,tail_truncated,roas_aligned_lo,roas_aligned_hi,exported_at
2024Q1,Video_Google,125.56,20044.0,8267.23828125,65.84293365478516,78770.5078125,627.353515625,False,39.09684753417969,103.17020416259766,2026-05-19 21:21:11
2024Q1,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q1,Video_MNTN,34453.55,1570473.0,336230.90625,9.758962631225586,133579.96875,3.877103090286255,False,6.124532699584961,14.551889419555664,2026-05-19 21:21:11
2024Q1,Video_Paramount,70275.86,2479080.0,367030.90625,5.222716808319092,440288.53125,6.265146255493164,False,3.3877079486846924,7.579933166503906,2026-05-19 21:21:11
2024Q2,ALL (blended),827631.8,124372641.0,4160629.9921875,5.0271509531019705,4356451.0078125,5.263754978738733,False,,,2026-05-19 21:21:11
2024Q2,Amex,39360.0,722575.0,152996.09375,3.8870959281921387,212419.546875,5.396838188171387,False,1.7146087884902954,7.250167369842529,2026-05-19 21:21:11
2024Q2,Meta,255443.54,39672407.0,1343295.125,5.258677005767822,1353297.25,5.29783296585083,False,2.416046380996704,9.64447021484375,2026-05-19 21:21:11
2024Q2,PMAX,273843.01,76448868.0,821771.75,3.0008864402770996,839573.25,3.0658926963806152,False,1.3252407312393188,5.536548137664795,2026-05-19 21:21:11
2024Q2,Search,112380.8,282757.0,724617.75,6.447878837585449,729994.6875,6.495724201202393,False,3.9072084426879883,9.822044372558594,2026-05-19 21:21:11
2024Q2,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q2,Video_Google,942.93,306785.0,90397.8515625,95.86910247802734,78135.0546875,82.8641128540039,False,59.326515197753906,145.1477813720703,2026-05-19 21:21:11
2024Q2,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q2,Video_MNTN,112558.08,5785994.0,823181.0,7.313388824462891,717400.25,6.373600959777832,False,4.593121528625488,10.891905784606934,2026-05-19 21:21:11
2024Q2,Video_Paramount,33103.44,1153255.0,204370.421875,6.173691272735596,425630.96875,12.85760498046875,False,3.9887983798980713,8.985102653503418,2026-05-19 21:21:11
2024Q3,ALL (blended),482347.72000000003,84514241.0,3108612.3984375,6.444754001195444,3244522.3494873047,6.726521583821946,False,,,2026-05-19 21:21:11
2024Q3,Amex,0.0,0.0,0.0,,1573.5008544921875,,False,,,2026-05-19 21:21:11
2024Q3,Meta,165188.57,25809815.0,1045825.0,6.3310980796813965,1092629.625,6.614438533782959,False,2.9169094562530518,11.58464241027832,2026-05-19 21:21:11
2024Q3,PMAX,173478.29,55973175.0,707307.25,4.077208995819092,718530.6875,4.141905307769775,False,1.7939789295196533,7.557692527770996,2026-05-19 21:21:11
2024Q3,Search,93226.45999999999,225440.0,645496.8125,6.9239654541015625,657297.125,7.05054235458374,False,4.164297103881836,10.607523918151855,2026-05-19 21:21:11
2024Q3,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q3,Video_Google,3745.08,352694.0,116356.6484375,31.069202423095703,85012.203125,22.699703216552734,False,19.01495933532715,47.49519729614258,2026-05-19 21:21:11
2024Q3,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q3,Video_MNTN,46709.32,2153117.0,593626.6875,12.708955764770508,679594.0625,14.549431800842285,False,7.897265434265137,19.087678909301758,2026-05-19 21:21:11
2024Q3,Video_Paramount,0.0,0.0,0.0,,9885.1455078125,,False,,,2026-05-19 21:21:11
2024Q4,ALL (blended),1586339.65,171476359.0,5138166.359375,3.2390077114790645,4542464.328125,2.863487859062843,False,,,2026-05-19 21:21:11
2024Q4,Amex,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q4,Meta,402498.68,52924162.0,1535891.75,3.815892457962036,1469833.625,3.6517724990844727,False,1.7429466247558594,7.019100666046143,2026-05-19 21:21:11
2024Q4,PMAX,453612.58,98237208.0,842113.3125,1.8564592599868774,802302.6875,1.7686958312988281,False,0.8188877701759338,3.4244942665100098,2026-05-19 21:21:11
2024Q4,Search,271647.42,466215.0,866449.0,3.1896090507507324,825808.625,3.04000186920166,False,1.9230785369873047,4.86932373046875,2026-05-19 21:21:11
2024Q4,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q4,Video_Google,9017.3,975607.0,237942.390625,26.38732147216797,196436.328125,21.78438377380371,False,16.736589431762695,39.036617279052734,2026-05-19 21:21:11
2024Q4,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2024Q4,Video_MNTN,346184.37,15917116.0,1143610.375,3.3034720420837402,978923.375,2.827751398086548,False,2.0407204627990723,4.974086761474609,2026-05-19 21:21:11
2024Q4,Video_Paramount,103379.3,2956051.0,512159.53125,4.954178810119629,269159.6875,2.6036131381988525,False,3.2025632858276367,7.207744121551514,2026-05-19 21:21:11
2025Q1,ALL (blended),772463.21,127040393.0,3860142.421875,4.997186107898912,4259047.265625,5.513592376295824,False,,,2026-05-19 21:21:11
2025Q1,Amex,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q1,Meta,275698.39,46642825.0,1415802.375,5.135330677032471,1411873.5,5.12108039855957,False,2.353884696960449,9.42586612701416,2026-05-19 21:21:11
2025Q1,PMAX,250426.9,74955451.0,788920.5625,3.1503026485443115,804736.125,3.2134571075439453,False,1.3907514810562134,5.818634510040283,2026-05-19 21:21:11
2025Q1,Search,156765.84,316569.0,758545.5,4.838716506958008,781104.9375,4.982622146606445,False,2.934406280517578,7.369738578796387,2026-05-19 21:21:11
2025Q1,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q1,Video_Google,9229.14,1164451.0,257692.546875,27.921621322631836,260271.578125,28.201066970825195,False,17.776201248168945,41.18331527709961,2026-05-19 21:21:11
2025Q1,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q1,Video_MNTN,80342.94,3961097.0,639181.4375,7.955664157867432,758062.0625,9.43532943725586,False,4.99465799331665,11.847269058227539,2026-05-19 21:21:11
2025Q1,Video_Paramount,0.0,0.0,0.0,,242999.0625,,False,,,2026-05-19 21:21:11
2025Q2,ALL (blended),823527.51,115345197.0,3936784.25,4.780391914290757,4014777.46875,4.875098184333878,False,,,2026-05-19 21:21:11
2025Q2,Amex,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q2,Meta,303095.75,49531690.0,1485764.625,4.9019646644592285,1509349.0,4.979776382446289,False,2.242741346359253,9.009197235107422,2026-05-19 21:21:11
2025Q2,PMAX,270940.55,59963306.0,694171.6875,2.5620810985565186,720399.8125,2.6588850021362305,False,1.1301802396774292,4.738612174987793,2026-05-19 21:21:11
2025Q2,Search,132419.26,278469.0,715832.0,5.405799388885498,722049.75,5.452754497528076,False,3.275148868560791,8.237911224365234,2026-05-19 21:21:11
2025Q2,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q2,Video_Google,9195.44,726658.0,194219.6875,21.12130355834961,212313.03125,23.088947296142578,False,13.298612594604492,31.426136016845703,2026-05-19 21:21:11
2025Q2,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q2,Video_MNTN,107876.51000000001,4845074.0,846796.25,7.849681854248047,850665.875,7.885552406311035,False,4.927441596984863,11.69091796875,2026-05-19 21:21:11
2025Q2,Video_Paramount,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q3,ALL (blended),567184.07,81513568.0,3275832.609375,5.775607571938684,3368114.140625,5.938308776240842,False,,,2026-05-19 21:21:11
2025Q3,Amex,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q3,Meta,221622.98,41201799.0,1377444.875,6.215261936187744,1374371.75,6.201395511627197,False,2.854860544204712,11.40367317199707,2026-05-19 21:21:11
2025Q3,PMAX,192965.72,33536470.0,511237.15625,2.6493678092956543,533944.5,2.767043352127075,False,1.1473007202148438,4.997011661529541,2026-05-19 21:21:11
2025Q3,Search,73392.42,199060.0,593732.9375,8.089839935302734,620275.0,8.451485633850098,False,4.841416835784912,12.467917442321777,2026-05-19 21:21:11
2025Q3,Video_Epsilon,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q3,Video_Google,22200.35,4574255.0,206103.015625,9.283773422241211,172820.515625,7.784585475921631,False,5.94061803817749,13.639596939086914,2026-05-19 21:21:11
2025Q3,Video_Hulu,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q3,Video_MNTN,57002.6,2001984.0,587314.625,10.303295135498047,666702.375,11.695999145507812,False,6.391836643218994,15.493034362792969,2026-05-19 21:21:11
2025Q3,Video_Paramount,0.0,0.0,0.0,,0.0,,False,,,2026-05-19 21:21:11
2025Q4,ALL (blended),1782607.53,149478960.0,6310247.84375,3.53989744660733,5185373.3125,2.9088698579097776,False,,,2026-05-19 21:21:11
2025Q4,Amex,242910.0,6118531.0,592871.0,2.440702199935913,492332.15625,2.026808977127075,False,1.0993359088897705,4.45766544342041,2026-05-19 21:21:11
2025Q4,Meta,382803.11,52643735.0,1544313.75,4.034224510192871,1527606.875,3.9905810356140137,False,1.8430225849151611,7.4214887619018555,2026-05-19 21:21:11
2025Q4,PMAX,214384.1,29816981.0,487393.34375,2.273458480834961,478694.25,2.2328813076019287,False,0.9761549234390259,4.3174920082092285,2026-05-19 21:21:11
2025Q4,Search,271375.91,343050.0,770524.5625,2.8393256664276123,727181.5,2.679609775543213,False,1.7223403453826904,4.325537204742432,2026-05-19 21:21:11
2025Q4,Video_Epsilon,252161.41,11528893.0,1299750.125,5.154437065124512,746123.125,2.9589109420776367,False,3.33803391456604,7.494559288024902,2026-05-19 21:21:11
2025Q4,Video_Google,216919.89,41140584.0,453313.9375,2.089775800704956,394880.28125,1.8203967809677124,False,1.297218918800354,3.128208637237549,2026-05-19 21:21:11
2025Q4,Video_Hulu,102011.11,3485280.0,539175.625,5.285459995269775,306299.1875,3.002606153488159,False,3.405611276626587,7.697225570678711,2026-05-19 21:21:11
2025Q4,Video_MNTN,0.0,0.0,0.0,,185007.5625,,False,,,2026-05-19 21:21:11
2025Q4,Video_Paramount,100042.0,4401906.0,622905.5,6.226439952850342,327248.375,3.2711098194122314,False,4.038796901702881,9.040485382080078,2026-05-19 21:21:11
2026Q1,ALL (blended),723225.33,72059507.0,2730631.1875,3.775629909837367,4020112.0,5.558588496893493,True,,,2026-05-19 21:21:11
2026Q1,Amex,0.0,0.0,0.0,,100543.515625,,True,,,2026-05-19 21:21:11
2026Q1,Meta,260210.84,31388198.0,1152998.375,4.431015968322754,1210734.75,4.652898788452148,True,2.031066417694092,8.141776084899902,2026-05-19 21:21:11
2026Q1,PMAX,61108.51,22997336.0,401930.40625,6.577322959899902,428144.59375,7.006300449371338,True,2.7709503173828125,12.655614852905273,2026-05-19 21:21:11
2026Q1,Search,258899.22,237697.0,639707.5,2.470874547958374,677886.4375,2.6183409690856934,True,1.4855153560638428,3.7933993339538574,2026-05-19 21:21:11
2026Q1,Video_Epsilon,0.0,0.0,0.0,,553623.6875,,True,,,2026-05-19 21:21:11
2026Q1,Video_Google,87370.89,16692392.0,377754.65625,4.323575496673584,439696.53125,5.032528877258301,True,2.702439546585083,6.438493728637695,2026-05-19 21:21:11
2026Q1,Video_Hulu,0.0,0.0,0.0,,232881.0,,True,,,2026-05-19 21:21:11
2026Q1,Video_MNTN,55635.869999999995,743884.0,158240.25,2.844212770462036,80942.859375,1.454868197441101,True,1.6259815692901611,4.569085597991943,2026-05-19 21:21:11
2026Q1,Video_Paramount,0.0,0.0,0.0,,295658.625,,True,,,2026-05-19 21:21:11
2026Q2,ALL (blended),287726.34,26004586.0,630121.328125,2.190002236587029,997422.296875,3.4665658238832076,True,,,2026-05-19 21:21:11
2026Q2,Amex,0.0,0.0,0.0,,0.0,,True,,,2026-05-19 21:21:11
2026Q2,Meta,126730.35,11591932.0,294502.8125,2.3238537311553955,392525.46875,3.097327947616577,True,0.8027181029319763,4.651454925537109,2026-05-19 21:21:11
2026Q2,PMAX,23042.91,7349507.0,93553.9765625,4.0599894523620605,127801.75,5.546250343322754,True,1.3151354789733887,8.428277969360352,2026-05-19 21:21:11
2026Q2,Search,83704.45,81082.0,152914.171875,1.8268343210220337,216435.84375,2.585714817047119,True,0.7600055932998657,3.142728090286255,2026-05-19 21:21:11
2026Q2,Video_Epsilon,0.0,0.0,0.0,,0.0,,True,,,2026-05-19 21:21:11
2026Q2,Video_Google,24456.2,6563701.0,42345.38671875,1.7314786911010742,136556.75,5.5837273597717285,True,0.9014483094215393,3.134178876876831,2026-05-19 21:21:11
2026Q2,Video_Hulu,0.0,0.0,0.0,,0.0,,True,,,2026-05-19 21:21:11
2026Q2,Video_MNTN,29792.43,418364.0,46804.98046875,1.5710359811782837,124102.484375,4.165571212768555,True,0.76576167345047,2.9968488216400146,2026-05-19 21:21:11
2026Q2,Video_Paramount,0.0,0.0,0.0,,0.0,,True,,,2026-05-19 21:21:11
