quarter,channel,type,spend,impressions,input_value,inc_rev_aligned,roas_aligned,inc_rev_realized,roas_realized_wonky,eff_per_input_unit,tail_truncated,roas_aligned_lo,roas_aligned_hi,inc_rev_lo,inc_rev_hi,exported_at
2023Q2,Amex,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,Meta,paid,212611.13,43134419.0,,1382903.25,6.504378795623779,1402711.5,6.597545146942139,,False,2.9800515174865723,12.04120922088623,,,2026-05-25 14:11:04
2023Q2,PMAX,paid,164989.96,101034400.0,,1078478.25,6.536629676818848,1081956.625,6.557712078094482,,False,2.6797423362731934,12.848471641540527,,,2026-05-25 14:11:04
2023Q2,Search,paid,224029.51,424300.0,,910547.0,4.064406394958496,917601.875,4.095897197723389,,False,2.430882215499878,6.2764201164245605,,,2026-05-25 14:11:04
2023Q2,Video_Epsilon,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,Video_Google,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,Video_Hulu,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,Video_MNTN,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,Video_Paramount,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q2,ALL_PAID (blended),paid_blend,601630.6,144593119.0,,3371928.5,5.6046492648478985,3402270.0,5.655081373852992,,False,,,,,2026-05-25 14:11:04
2023Q3,Celebs,non_media,,,0.0,,,0.0,,,False,,,0.0,0.0,2026-05-25 14:11:04
2023Q3,Email_sends,non_media,,,0.0,,,0.0,,,False,,,0.0,0.0,2026-05-25 14:11:04
2023Q3,Redemptions_Birthday_Signup,non_media,,,7653.55,,,2365203.75,,309.0335530570781,False,,,-6756319.0,11507219.0,2026-05-25 14:11:04
2023Q3,Redemptions_Other,non_media,,,663.3,,,14956.9150390625,,22.549246252167197,False,,,-254014.90625,282497.3125,2026-05-25 14:11:04
2023Q3,StoreCount,non_media,,,124.60439560439562,,,15337038.0,,123085.8504277273,False,,,3400584.5,27137918.0,2026-05-25 14:11:04
2023Q3,Vault_Drops,non_media,,,5.0,,,808693.1875,,161738.6375,False,,,-1045036.0,2677566.5,2026-05-25 14:11:04
2023Q3,Amex,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,Meta,paid,116548.55,22860567.0,,948276.25,8.136320114135742,961716.0,8.25163459777832,,False,3.7115914821624756,15.091910362243652,,,2026-05-25 14:11:04
2023Q3,PMAX,paid,119213.64,92772313.0,,1036234.5625,8.692248344421387,1027801.1875,8.621506690979004,,False,3.5685882568359375,17.06865882873535,,,2026-05-25 14:11:04
2023Q3,Search,paid,155850.05,294680.0,,773842.4375,4.965301513671875,785438.75,5.039708137512207,,False,2.9792301654815674,7.650335311889648,,,2026-05-25 14:11:04
2023Q3,Video_Epsilon,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,Video_Google,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,Video_Hulu,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,Video_MNTN,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,Video_Paramount,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q3,ALL_PAID (blended),paid_blend,391612.24,115927560.0,,2758353.25,7.043582830812438,2774955.9375,7.085978562621025,,False,,,,,2026-05-25 14:11:04
2023Q4,Celebs,non_media,,,2.0,,,542365.75,,271182.875,False,,,27079.5,1057584.0,2026-05-25 14:11:04
2023Q4,Email_sends,non_media,,,0.0,,,0.0,,,False,,,0.0,0.0,2026-05-25 14:11:04
2023Q4,Redemptions_Birthday_Signup,non_media,,,6515.51,,,2013517.875,,309.034576725383,False,,,-5751691.0,9796162.0,2026-05-25 14:11:04
2023Q4,Redemptions_Other,non_media,,,9150.91,,,206346.921875,,22.54933354988739,False,,,-3504417.5,3897332.25,2026-05-25 14:11:04
2023Q4,StoreCount,non_media,,,125.63265306122447,,,17522410.0,,139473.37394411958,False,,,3885118.25,31004674.0,2026-05-25 14:11:04
2023Q4,Vault_Drops,non_media,,,3.0,,,485217.34375,,161739.11458333334,False,,,-627021.625,1606539.875,2026-05-25 14:11:04
2023Q4,Amex,paid,181860.0,5013660.0,,799086.8125,4.3939666748046875,700536.375,3.8520641326904297,,False,1.8194878101348877,8.596732139587402,,,2026-05-25 14:11:04
2023Q4,Meta,paid,416245.64,56508686.0,,1612334.875,3.8735179901123047,1581587.5,3.799649477005005,,False,1.7686476707458496,7.178308010101318,,,2026-05-25 14:11:04
2023Q4,PMAX,paid,351674.21,153540220.0,,1272531.0,3.6184937953948975,1281972.5,3.645341157913208,,False,1.4691051244735718,7.1458420753479,,,2026-05-25 14:11:04
2023Q4,Search,paid,367108.15,589662.0,,1054622.25,2.8727834224700928,1020020.0625,2.77852725982666,,False,1.7066731452941895,4.459079265594482,,,2026-05-25 14:11:04
2023Q4,Video_Epsilon,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q4,Video_Google,paid,4536.5599999999995,473201.0,,142306.703125,31.36885643005371,65612.4140625,14.463031768798828,,False,11.73995304107666,64.48185729980469,,,2026-05-25 14:11:04
2023Q4,Video_Hulu,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q4,Video_MNTN,paid,0.0,0.0,,0.0,,0.0,,,False,,,,,2026-05-25 14:11:04
2023Q4,Video_Paramount,paid,206747.15,7209337.0,,1078725.375,5.217607021331787,754990.375,3.651757001876831,,False,1.7851125001907349,11.531290054321289,,,2026-05-25 14:11:04
2023Q4,ALL_PAID (blended),paid_blend,1528171.71,223334766.0,,5959607.015625,3.899828125744456,5404719.2265625,3.5367224711694867,,False,,,,,2026-05-25 14:11:04
2024Q1,Celebs,non_media,,,9.0,,,2440638.25,,271182.02777777775,False,,,121857.75,4759130.0,2026-05-25 14:11:04
2024Q1,Email_sends,non_media,,,0.0,,,0.0,,,False,,,0.0,0.0,2026-05-25 14:11:04
2024Q1,Redemptions_Birthday_Signup,non_media,,,5377.25,,,1661753.375,,309.0340555116463,False,,,-4746870.5,8084768.5,2026-05-25 14:11:04
2024Q1,Redemptions_Other,non_media,,,2749.7200000000003,,,62003.7734375,,22.54912261521173,False,,,-1053027.625,1171095.75,2026-05-25 14:11:04
2024Q1,StoreCount,non_media,,,124.08791208791209,,,14868070.0,,119818.84254339355,False,,,3296600.25,26308070.0,2026-05-25 14:11:04
2024Q1,Vault_Drops,non_media,,,5.0,,,808693.1875,,161738.6375,False,,,-1045036.0,2677566.5,2026-05-25 14:11:04
2024Q1,Amex,paid,71519.99,1083864.0,,299469.28125,4.187210559844971,331037.28125,4.628597736358643,,False,1.6879266500473022,8.310819625854492,,,2026-05-25 14:11:04
