channel,adstock,lag_weeks,pct_of_revenue,cumulative_pct,impulse_week,impulse_note,exported_at
PMAX,geometric,5,0.026055622845888138,0.9295746684074402,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,6,0.018821196630597115,0.948395848274231,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,7,0.014138230122625828,0.9625340700149536,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,8,0.010956193320453167,0.9734902381896973,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,9,0.008707939647138119,0.982198178768158,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,10,0.007067629601806402,0.9892657995223999,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,11,0.005838355049490929,0.9951041340827942,2023-10-22,peak activity in-window,2026-05-19 21:32:24
PMAX,geometric,12,0.004895702935755253,0.9999998211860657,2023-10-22,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,0,0.46173617243766785,0.46173617243766785,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,1,0.1974368542432785,0.6591730117797852,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,2,0.10630801320075989,0.7654809951782227,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,3,0.06548797339200974,0.830968976020813,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,4,0.04405157268047333,0.8750205636024475,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,5,0.031515251845121384,0.906535804271698,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,6,0.023591767996549606,0.9301275610923767,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,7,0.018283143639564514,0.94841068983078,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,8,0.01456123124808073,0.9629719257354736,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,9,0.011856039986014366,0.9748279452323914,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,10,0.009831265546381474,0.9846591949462891,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,11,0.008278296329081059,0.9929375052452087,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Amex,geometric,12,0.007062382064759731,0.9999998807907104,2025-11-23,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,0,0.1282881200313568,0.1282881200313568,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,1,0.11711758375167847,0.24540570378303528,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,2,0.10739179700613022,0.3527975082397461,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,3,0.09856833517551422,0.4513658285140991,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,4,0.09039374440908432,0.5417595505714417,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,5,0.0826985090970993,0.6244580745697021,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,6,0.07535353302955627,0.699811577796936,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,7,0.06824324280023575,0.7680548429489136,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,8,0.06125502660870552,0.82930988073349,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,9,0.05425279587507248,0.8835626840591431,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,10,0.04704736918210983,0.9306100606918335,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,11,0.03929392248392105,0.9699040055274963,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Epsilon,binomial,12,0.030095987021923065,1.0,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,0,0.1362239271402359,0.1362239271402359,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,1,0.12181781232357025,0.25804173946380615,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,2,0.10996244102716446,0.36800417304039,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,3,0.0996357724070549,0.4676399528980255,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,4,0.090355284512043,0.5579952597618103,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,5,0.08183299005031586,0.6398282647132874,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,6,0.07386693358421326,0.7136951684951782,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,7,0.06630174815654755,0.779996931552887,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,8,0.05899493396282196,0.8389918804168701,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,9,0.05179847031831741,0.8907903432846069,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,10,0.04451684281229973,0.9353072047233582,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,11,0.03681953251361847,0.9721267223358154,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Google,binomial,12,0.02787335030734539,1.0000001192092896,2025-12-14,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,0,0.13476966321468353,0.13476966321468353,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,1,0.12119822949171066,0.2559678852558136,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,2,0.10979514569044113,0.3657630383968353,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,3,0.09972751885652542,0.46549054980278015,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,4,0.09059467166662216,0.5560852289199829,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,5,0.08214870095252991,0.6382339000701904,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,6,0.07421129196882248,0.7124451994895935,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,7,0.06664135307073593,0.7790865302085876,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,8,0.05930541083216667,0.8383919596672058,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,9,0.052060432732105255,0.8904523849487305,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,10,0.04471590369939804,0.9351682662963867,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,11,0.03693939745426178,0.9721076488494873,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_Hulu,binomial,12,0.027892280369997025,0.9999999403953552,2025-12-07,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,0,0.14489306509494781,0.14489306509494781,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,1,0.12718793749809265,0.27208101749420166,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,2,0.11307393014431,0.38515496253967285,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,3,0.10106583684682846,0.4862208068370819,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,4,0.090501569211483,0.5767223834991455,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,5,0.08099139481782913,0.657713770866394,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,6,0.07226750254631042,0.7299813032150269,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,7,0.0641300156712532,0.7941113114356995,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,8,0.05640998110175133,0.8505212664604187,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,9,0.04894186183810234,0.8994631171226501,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,10,0.04152841493487358,0.9409915208816528,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,11,0.033853475004434586,0.9748449921607971,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_MNTN,binomial,12,0.025155087932944298,1.0000001192092896,2024-12-15,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,0,0.1262427121400833,0.1262427121400833,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,1,0.11548434942960739,0.2417270541191101,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,2,0.10620782524347305,0.34793487191200256,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,3,0.09781406819820404,0.4457489252090454,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,4,0.09002887457609177,0.5357778072357178,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,5,0.08267915993928909,0.6184569597244263,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,6,0.07563471794128418,0.6940916776657104,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,7,0.06878586858510971,0.7628775238990784,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,8,0.0620182529091835,0.8248957991600037,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,9,0.05520004406571388,0.8800958395004272,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,10,0.04813683032989502,0.9282326698303223,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,11,0.040476053953170776,0.9687087535858154,2023-12-03,peak activity in-window,2026-05-19 21:32:24
Video_Paramount,binomial,12,0.03129133954644203,1.0000001192092896,2023-12-03,peak activity in-window,2026-05-19 21:32:24
